hkapanis;hdusuk;hyuksek;hacilis;hfark;wadline;mav10ussel;macd;macdas;rsi;momentum;wilimsry;cci;stokfstk;stokfstd;stokslwk;stokslwd;chaikinsal;volatility;mav5ussel;islemhacmi;pddd;fiyatkazanc;bistyuzkapanis;bistyuzdegisim;dolarkapanis;brentkapanis;tufekapanis;tahvilkapanis;mevduatfaiz;sanuretimi;ekonomiguven;altinons;tuketiciguven;rekurendeksi;ufekapanis;hisseadi
1.34;1.15;1.42;1.15;17.54385965;1.0137;1.01;0.1361;0.0555;72.1721;194.44;-8.7701;131.17;86.6667;79.8183;78.443;77.0677;52274;83.57;1.16;255565500;0;0;58959.1;4.281570197;1.4897;87.465;178.68;9.25;10.8;97.7;107.4077177;1179.3;72.6;121.43;176.64;AKSA
1.17;1.14;1.35;1.33;-12.68656716;0.7694;1.04;0.1418;0.0727;62.9802;169.14;-27.1133;89.61;42.6674;61.2428;66.5178;71.7927;43973;92.72;1.16;79675350;0;0;54384.94;-7.758191696;1.5751;74.47;178.04;9;8.42;101.7;104.5322102;1216.23;73.4;121.43;174.61;AKSA
1.26;1.14;1.32;1.17;7.692307692;0.8275;1.08;0.1521;0.0886;65.6465;172.02;-17.7667;81.37;64.0388;62.6408;65.6915;68.7421;34975;97.53;1.19;82230140;0;0;54839.46;0.835746072;1.5839;74.725;177.04;8.74;11.28;103.9;104.94921;1242.61;74.8;120.44;173.73;AKSA
1.26;1.22;1.33;1.24;0;0.7424;1.12;0.1585;0.1026;65.6465;163.53;-19.1749;79.54;54.0496;58.3452;61.8109;65.2765;22948;68.12;1.22;59013090;0;0;59866.75;9.167285746;1.5067;78.18;176.19;8.34;8.85;105;104.9384248;1180.89;74.3;119.42;173.46;AKSA
1.32;1.25;1.37;1.26;4.761904762;0.6945;1.15;0.1664;0.1153;67.368;168.08;-12.6014;83.25;64.9455;61.6454;62.8557;64.0661;12535;48.65;1.25;65079900;0;0;59972.59;0.176792627;1.527;74.39;176.9;8.13;8.48;100.5;106.0763938;1247.35;74.1;120.82;175.46;AKSA
1.58;1.31;1.62;1.33;19.6969697;0.9992;1.23;0.1911;0.1305;73.5529;127.36;-4.0497;132.88;91.7526;76.699;72.488;68.2771;3946;54.99;1.36;132057200;0;0;65774.37;9.674052763;1.4466;82.175;179.07;8.08;8.79;97.2;108.6316482;1308.53;77.2;122.05;176.35;AKSA
1.59;1.53;1.69;1.58;0.632911392;1.025;1.3;0.2091;0.1462;73.7589;131.19;-9.4543;149.15;81.982;79.3405;75.6527;71.9649;6215;-3.92;1.44;105619500;0;0;68760.46;4.539899052;1.4329;83.15;182.35;7.63;8.62;108.6;107.6795812;1359.18;75.8;125.35;178.48;AKSA
1.4;1.38;1.62;1.59;-11.94968553;0.7123;1.32;0.2059;0.1582;63.6191;131.2;-28.7299;98.18;38.2979;58.8192;63.2011;67.583;7174;4.34;1.43;56173830;0;0;65350.85;-4.958678287;1.5037;85.615;182.4;7.88;8.5;98.6;109.7720224;1386.01;78.1;125.63;177.92;AKSA
1.83;1.4;1.89;1.41;30.71428571;1.0846;1.41;0.2353;0.1736;72.8288;159.97;-4.5477;164.03;91.4063;75.1127;72.6028;70.0929;6640;22.06;1.56;97496050;0;0;66004.48;1.00018592;1.5443;94.475;181.85;7.11;8.7;115.9;110.6755116;1421.4;77.8;119.19;180.25;AKSA
1.87;1.75;1.98;1.85;2.18579235;1.1077;1.49;0.2588;0.1906;73.4933;140.07;-9.0354;176.16;83.7037;79.4082;76.3031;73.198;6896;34.81;1.66;48058670;0;0;63278.07;-4.130643859;1.6046;100.53;182.6;8.23;8.06;101.9;114.9457453;1332.5;78.1;114.81;184.51;AKSA
1.81;1.77;2.04;1.88;-3.20855615;0.4131;1.55;0.2695;0.2064;70.7003;154.85;-21.8673;140.63;64.9254;72.1668;72.5105;72.8543;8880;26.67;1.71;40709720;0;0;61283.87;-3.151486763;1.598;111.8;183.93;8.78;8.32;97.7;113.1943589;1410.9;80.3;111.47;187.69;AKSA
1.8;1.65;1.87;1.82;-0.552486188;0.4344;1.6;0.2736;0.2198;69.9842;142.19;-23.2631;92.38;62.6866;67.4267;69.2359;71.0451;6767;22.25;1.74;38231430;0.8884;11.8728;64434.51;5.14105914;1.5452;117.035;184.7;9.01;8.5;111.7;112.3623697;1432.47;80.2;110.26;189.98;AKSA
2.06;1.8;2.12;1.81;14.44444444;0.8868;1.68;0.2946;0.2348;74.8336;162.89;-5.6978;129.57;91.7808;79.6038;76.7509;73.898;5684;31.26;1.85;71140200;1.0178;13.6015;69250.14;7.473681417;1.5212;126.075;186.3;8.34;9.85;107.1;112.1686643;1562.85;80.2;112.86;191.14;AKSA
2.21;2;2.37;2.07;7.281553398;1.0173;1.78;0.3199;0.2518;77.1519;167.13;-12.8883;152;77.8677;78.7357;77.1232;75.5106;5783;53.64;1.97;218998400;1.0124;9.3977;63046.02;-8.958999938;1.5935;116.56;190.81;8.94;9.54;111.6;112.3141789;1535.83;79.6;111.78;191.43;AKSA
2.8;2.21;2.89;2.22;26.69683258;1.4208;1.96;0.3831;0.2781;83.4811;177.28;-5.1785;199.34;92.6729;85.7043;82.3064;78.9085;10671;107.57;2.25;216410100;1.2822;11.9023;63269.4;0.354312612;1.622;111.97;188.08;9.18;10.46;114.1;113.4096865;1501.01;83.2;108.15;191.44;AKSA
2.68;2.41;2.88;2.81;-4.285714286;1.4042;2.09;0.4185;0.3062;78.6671;168.57;-12.0831;163.76;82.9034;84.3038;82.5054;80.7069;15556;92.43;2.39;64480610;1.2268;11.3885;62295.68;-1.539006218;1.6885;116.715;187.31;8.87;10.55;112.4;111.9344489;1626.98;81.6;104.16;191.39;AKSA
2.06;1.85;2.72;2.71;-23.13432836;0.6261;2.09;0.3925;0.3234;59.792;147.3;-49.557;68.02;24.5072;54.4055;63.1727;71.9398;16609;147.37;2.28;129319400;0.9317;7.8592;53946.09;-13.40316054;1.7155;114.655;188.67;7.97;9.46;106.2;108.6161418;1825.47;78.5;99.24;194.76;AKSA
2.41;2.03;2.6;2.09;16.99029126;1.0038;2.15;0.3954;0.3378;64.9188;131.73;-29.2261;79.67;54.1063;54.2559;60.1505;66.0452;11201;144.22;2.33;108520700;1.0885;9.1818;59693.43;10.65385832;1.8603;102.295;190.09;8.41;9.28;111;111.6373263;1623.8;80.5;99.01;197.77;AKSA
2.3;2.26;2.48;2.37;-4.564315353;0.7534;2.17;0.3839;0.3471;62.0774;122.76;-37.6648;67.14;42.9952;48.6255;54.4321;60.2386;6266;73.32;2.32;51413100;1.0363;8.741;56061.47;-6.084354677;1.7705;109.17;196.31;9.74;9.24;119.9;107.0418944;1714.1;76.5;100.51;200.94;AKSA
2.21;2.06;2.27;2.27;-3.913043478;0.3962;2.18;0.3633;0.3503;59.8689;121.77;-45.3986;25.77;34.6342;41.6299;47.8328;54.0357;5591;59.14;2.28;26022200;0.9736;6.9264;54517.76;-2.75360243;1.8275;110.38;199.7;10.39;10.16;107.2;108.2561521;1746.35;77.8;103.96;202.24;AKSA
2.23;2.04;2.33;2.21;0.904977376;0.5183;2.19;0.3447;0.3492;60.2077;123.89;-44.0633;23.42;43.3526;42.4912;46.3394;50.1875;3377;48.63;2.26;39834750;0.9825;6.9897;51266.62;-5.963451176;1.8902;107.21;200.85;11.48;11.2;120.1;108.2235033;1564.3;78.8;102.74;204.27;AKSA
2.27;2.08;2.4;2.23;1.793721973;0.9318;2.2;0.3297;0.3453;61.0054;110.35;-41.466;27.05;41.9643;42.2278;44.881;47.5343;1955;48.59;2.26;60145130;1.0025;7.132;57171.34;11.51766978;1.7765;111.03;201.98;9.44;10.7;104.5;106.37476;1738.45;78.6;105.18;205.05;AKSA
2.42;2.28;2.52;2.28;6.607929515;0.6485;2.24;0.3263;0.3415;63.623;109.57;-37.8568;66.67;78.9474;60.5876;56.2365;51.8854;849;32.42;2.32;49325920;1.0692;7.6064;60721.23;6.209212518;1.7492;122.895;203.12;9.13;10.83;102.9;107.1174433;1696.98;79.5;108.99;204.86;AKSA
2.39;2.34;2.53;2.42;-1.239669421;0.384;2.27;0.3171;0.3366;62.5676;85.25;-40.7062;60.29;70.1031;65.3453;60.8587;56.372;-430;13.63;2.34;40419390;1.0422;9.0356;62423.04;2.802660618;1.7827;122.945;203.96;9.31;10.5;115.8;107.5010151;1667.5;79.2;107.27;205.6;AKSA
2.17;2.17;2.42;2.41;-9.205020921;0.3692;2.25;0.289;0.3271;56.3805;81.02;-58.2099;-9.94;25.7732;45.5593;49.1635;52.7678;-115;-13.57;2.28;22371580;0.9476;8.216;60010.42;-3.864951146;1.757;119.24;207.05;9.32;10.21;110;106.0575314;1664.58;75.3;108.84;205.77;AKSA
2.06;2.02;2.22;2.16;-5.069124424;0.2873;2.22;0.2549;0.3126;53.4708;99.76;-75.9403;-92.23;7.8705;26.7149;35.3992;44.0835;5;-23.91;2.21;19650580;0.8204;7.7407;55099.33;-8.183728759;1.8663;101.825;206.61;9.45;9.88;118.2;106.806155;1560.58;77.8;109.38;206.86;AKSA
2.27;2.08;2.3;2.09;10.19417476;0.2343;2.23;0.2418;0.2985;57.8847;94.04;-59.6803;-50.74;48.492;37.6034;39.7635;41.9235;-605;-41.48;2.23;28774420;0.9035;8.5248;62543.49;13.51043652;1.8099;97.56;204.76;8.47;10.98;116.5;104.5323116;1597.47;76.7;109.32;203.77;AKSA
2.29;2.2;2.34;2.3;0.881057269;0.1131;2.24;0.2306;0.2849;58.3215;99.72;-57.6273;-22.06;52.6583;45.1309;44.0617;42.9926;-337;-48.68;2.25;21594350;0.9121;8.6052;64259.54;2.743770775;1.7947;104.66;204.29;7.62;9.85;116.1;106.634407;1614.55;76.7;110.25;203.13;AKSA
2.37;2.23;2.4;2.29;3.493449782;-0.3367;2.26;0.2256;0.273;59.9966;107.45;-49.4402;20.74;88.1616;66.6462;58.7617;50.8771;90;-46.16;2.29;23377490;0.9001;5.843;67367.95;4.837273967;1.8181;114.85;205.43;7.62;9.19;103.4;103.9790938;1691.8;74.4;110.85;203.65;AKSA
2.51;2.37;2.61;2.38;5.907172996;0.0092;2.31;0.2306;0.2646;62.8881;112.97;-23.5071;157.34;84.4829;75.5645;67.3354;59.1063;344;-40.27;2.36;52034000;0.955;6.1991;66396.71;-1.441694456;1.7963;112.1;207.55;7.58;8.81;116.4;103.162024;1771.7;72.8;108.8;205.75;AKSA
2.52;2.39;2.55;2.51;0.398406375;0.7923;2.35;0.2323;0.2581;62.9948;110.95;-14.6044;123.48;83.6735;79.619;72.7814;65.9439;746;-40.81;2.42;28452350;0.957;6.2123;72528.97;9.235788942;1.7928;108.39;211.62;7.08;8.14;112.3;101.9868346;1720.56;69.7;110.81;206.11;AKSA
2.56;2.48;2.59;2.51;1.587301587;0.5002;2.39;0.2344;0.2534;63.8892;105.8;-7.3022;133.69;89.3333;84.4762;78.2987;72.1213;1141;-44.46;2.47;45227370;0.9394;5.5281;73058.51;0.730108259;1.7872;111.16;212.42;5.93;8.43;121.4;102.3383546;1715.05;73;111.34;209.53;AKSA
2.75;2.56;2.77;2.57;7.421875;0.8687;2.45;0.2484;0.2524;67.5807;115.21;-2.8458;167.47;96.0784;90.2773;84.2253;78.1733;1827;-40.66;2.56;59409210;1.008;5.9321;78208.44;7.049048769;1.7819;111.25;213.23;6.15;7.73;116.7;102.0083596;1675.3;74;110.3;209.28;AKSA
2.73;2.7;3.03;2.77;-0.727272727;0.6598;2.5;0.2547;0.2528;66.741;125.71;-29.6994;177.07;54.4716;72.3744;74.3074;76.2403;1520;-28.27;2.62;66937790;1.0002;5.8859;78783.47;0.735253126;1.7589;115.59;216.74;5.85;7.78;106.8;102.9085993;1663.7;75.4;112.46;208.9;AKSA
2.73;2.68;2.85;2.77;0;0.4785;2.54;0.2568;0.2536;66.741;132.47;-29.6994;123.6;52.9412;62.6578;67.1853;71.7128;867;-28.83;2.65;25135180;0.9822;5.684;79333.67;0.698369848;1.7983;110.95;217.39;5.69;7.45;104.4;105.2076467;1579.84;76.6;111.55;208.63;AKSA
2.96;2.71;2.96;2.74;8.424908425;0.5388;2.62;0.2739;0.2577;71.2061;130.43;-6.872;139.57;87.4199;75.0388;73.9302;72.8215;29;-21.68;2.76;46694460;0.9687;5.606;85898.99;8.275578326;1.8101;109.76;218.83;6.35;7.6;116;105.6029948;1597.5;74.8;111.54;210.33;AKSA
3.11;2.87;3.14;2.95;5.067567568;0.623;2.71;0.2959;0.2653;73.6398;135.64;-3.1461;151.69;93.8989;84.4689;80.5864;76.704;688;-14.79;2.87;44986300;1.0168;5.8846;86046.04;0.17118944;1.7922;101.69;219.75;5.2;7.25;115.3;104.4583402;1476.8;75.2;113.86;209.26;AKSA
3.91;3.07;4.05;3.11;25.72347267;1.6044;2.93;0.3736;0.287;82.37;164.8;-6.9624;227.16;89.7103;87.0896;83.6277;80.1658;2926;48.2;3.22;64425030;1.3541;7.6063;85990.01;-0.065116303;1.8762;100.07;220.07;6.07;6.34;120.5;105.5561876;1387.3;77.2;111.01;211.35;AKSA
3.99;3.41;4.16;3.65;2.046035806;2.4276;3.12;0.4367;0.3169;82.9943;158.61;-8.2257;198.3;88.1537;87.6216;85.1364;82.6511;4937;87.03;3.47;32891180;1.3827;7.7667;76294.51;-11.27514696;1.9282;101.98;221.75;7.89;8.04;120;105.4809266;1234;76.1;106.99;214.43;AKSA
4.35;3.8;4.69;4.01;9.022556391;3.1365;3.34;0.5104;0.3556;85.4516;172.74;-13.0572;196.62;82.8294;85.2255;84.3674;83.5092;6655;122.29;3.77;25683400;1.5091;8.4769;73377.45;-3.823420584;1.9344;107.85;222.44;9.23;9.26;122.9;104.6057913;1324.7;78.1;107.82;216.56;AKSA
3.72;3.32;5.04;4.41;-14.48275862;1.6102;3.41;0.5115;0.3868;67.2283;145.07;-46.5425;123.7;39.1304;62.178;69.2884;76.3988;5716;234.42;3.75;24080840;1.2258;10.0899;66394.41;-9.516602171;2.0378;114.03;222.21;9.78;9.24;102.1;105.2616479;1394.9;77.2;105.55;216.65;AKSA
5.02;3.71;5.36;3.79;34.94623656;2.8423;3.7;0.6108;0.4316;77.7379;182.68;-10.8687;153.13;85.1282;73.6531;74.5683;75.4836;5074;348.33;4.17;32942900;1.6564;13.6342;74486.56;12.18799896;2.0184;108.18;223.91;8.55;9.16;123.9;103.4102858;1328.95;72.8;102.61;218.56;AKSA
4.86;4.51;5.16;5;-3.187250996;2.3919;3.91;0.6685;0.479;74.4931;178.07;-16.893;132.87;75.2874;74.4702;74.808;75.1458;4416;323.57;4.4;11447530;1.6021;13.1871;77620.37;4.207215369;1.9965;108.92;227.94;7.8;8.91;111.7;105.9151172;1323.9;75.8;104.26;220.06;AKSA
4.95;4.59;5.08;4.96;1.851851852;2.6122;4.1;0.7135;0.5259;75.1319;181.52;-13.8491;113.41;79.8851;77.1776;76.5004;75.8231;4380;250.46;4.59;9218110;1.5621;13.1842;75748.27;-2.411866885;2.0191;109.97;227.96;9.12;9.04;127;105.3482441;1253.12;77.8;103.22;221.42;AKSA
4.72;4.26;5.25;4.99;-4.646464646;1.9544;4.21;0.722;0.5651;70.3861;159.44;-22.4081;89.5;68.3908;72.7842;73.7972;74.8101;3110;283.07;4.63;12520020;1.4879;12.5579;67801.73;-10.49072144;2.1489;110.59;229.01;10.1;9.08;124.8;103.6449115;1205.88;75.4;100.95;223.87;AKSA
4.4;4.35;5;4.73;-6.779661017;1.2687;4.25;0.695;0.5911;64.466;141.67;-34.429;67.02;41.844;57.3141;63.1461;68.9781;1935;257.21;4.55;6852725;1.3877;11.7123;61858.21;-8.766030011;2.2622;106.33;233.54;11.05;11.05;114.9;100.3257733;1244.14;72;95.16;229.1;AKSA
4.78;4.35;4.96;4.41;8.636363636;1.505;4.34;0.696;0.6121;67.9109;122.29;-21.8702;68.36;52.381;54.8475;59.5577;64.2679;882;229.35;4.63;7932828;1.4342;10.6778;62553.32;1.123715025;2.208;109.11;234.54;11.07;11.01;109.7;98.58842482;1326.43;69.2;95.83;232.27;AKSA
4.01;3.86;5.24;4.72;-16.10878661;0.5752;4.28;0.6278;0.6152;56.029;100.59;-50.3015;29.77;11.017;32.9323;43.3775;53.8227;171;138.5;4.42;11460720;1.2046;8.9683;69736.34;11.48303559;2.1408;107.67;237.18;10.69;11.94;121.3;100.3007604;1283.6;72.7;96.31;233.98;AKSA
4.73;4.02;4.79;4.22;17.95511222;1.2952;4.37;0.6247;0.6171;62.6545;108.7;-23.8159;37.94;62.8827;47.9075;49.8792;51.851;205;95.72;4.53;25302110;1.2964;9.6521;73871.54;5.929763449;2.1128;108.11;240.37;9.12;10.33;120.9;102.0242657;1291.23;78.1;101.92;234.18;AKSA
4.67;4.67;4.99;4.74;-1.268498943;0.7212;4.42;0.61;0.6157;61.7572;125.54;-27.9613;67.46;58.4868;53.1971;52.7484;52.2997;192;45.83;4.57;5801271;1.3731;9.3341;79289.8;7.334705625;2.0977;109.52;241.32;8.49;9.9;122.7;102.2368552;1249.45;75.7;104.12;232.96;AKSA
4.94;4.65;4.98;4.73;5.781584582;0.7825;4.52;0.6136;0.6152;64.1356;98.43;-18.3158;78.08;78.5397;65.8684;61.3455;56.8226;396;-7.79;4.7;4740507;1.4547;9.8885;78489.01;-1.009953361;2.1186;112.29;242.07;8.15;9.68;122;101.4279091;1327.34;73.6;103.59;233.09;AKSA
4.96;4.9;5.13;4.96;0.4048583;0.0116;4.6;0.611;0.6144;64.3024;102.16;-19.5816;105.48;79.9388;72.9036;67.5433;62.1829;324;-33.84;4.79;3190130;1.4604;9.9272;82156.87;4.673087353;2.142;105.5;243.17;8.55;8.58;117.4;99.88903694;1282.72;73.6;103.75;234.79;AKSA
4.58;4.49;5.06;4.98;-7.661290323;-1.0419;4.59;0.5717;0.6058;58.5363;92.54;-38.1618;23.37;50.5814;61.7425;61.8893;62.0361;291;-31.07;4.72;3253553;1.3059;8.7256;80312.94;-2.244401472;2.163;103.03;243.4;9.07;8.88;115;100.74352;1287.26;73.2;103.11;235.78;AKSA
4.42;4.27;4.8;4.58;-3.493449782;-1.9816;4.56;0.5209;0.5889;56.1469;93.6;-46.3497;-57.39;16.5414;39.1419;46.7733;54.4047;190;-26.76;4.62;7497932;1.2582;8.4065;74937.81;-6.692732205;2.2781;94.87;243.74;9.98;8.92;129.4;103.1454464;1208.13;74.6;103.59;237.79;AKSA
4.71;4.19;4.79;4.42;6.561085973;-0.1418;4.59;0.4989;0.5709;59.3114;107.1;-39.3208;-64.68;55.4794;47.3107;49.6754;52.04;198;-29.49;4.65;9286330;1.3426;8.9711;80579.66;7.528709473;2.2185;85.84;248.37;8.56;9.08;116.7;102.8421653;1172.85;70.6;103.24;239.97;AKSA
4.82;4.53;4.91;4.73;2.335456476;-1.1694;4.63;0.4842;0.5536;60.3823;100.82;-31.0805;24.49;66.4384;56.8745;55.263;53.6515;244;-31.22;4.7;6971149;1.3052;9.5407;86168.66;6.935993525;2.2205;69.99;248.82;7.56;9.37;125.5;98.79427668;1167.52;69;106.4;237.65;AKSA
4.79;4.65;5.08;4.83;-0.622406639;-1.1536;4.66;0.4651;0.5359;59.9574;119.39;-32.938;68.55;67.3913;62.1329;59.3058;56.4787;357;-30.95;4.73;5945625;1.2982;9.4896;85721.13;-0.519365161;2.3352;57.54;247.72;8.02;9.89;130.3;99.79706387;1184.43;68.2;105.86;235.84;AKSA
6.12;4.74;6.45;4.8;27.76617954;-0.1387;4.93;0.5513;0.539;71.2363;129.43;-12.456;329.7;85.7143;73.9236;68.1086;62.2936;1057;-15.43;5.2;39781560;1.6599;12.1334;88945.82;3.761837951;2.4424;52.38;250.45;6.89;8.93;112.4;99.99924252;1283.98;67.3;107.66;236.61;AKSA
6.21;5.66;6.64;6.14;1.470588235;0.9387;5.16;0.6193;0.555;71.774;133.01;-15.5303;259.55;82.3684;78.146;72.8619;67.5778;1942;-8.39;5.53;21416230;1.6002;10.9399;84147.51;-5.394643616;2.508;62.14;252.24;8.81;9.75;110.6;100.6364603;1213.24;68;104.62;239.46;AKSA
6.25;5.8;6.41;6.25;0.644122383;1.9835;5.36;0.6685;0.5777;72.0338;126.34;-14.1395;172.42;81.4024;79.7742;75.7087;71.6433;2896;-0.79;5.77;10955240;1.6102;11.0081;80846.03;-3.923443486;2.598;55.19;255.23;8.77;9.53;127.2;97.05534001;1183.7;64.4;102.95;241.97;AKSA
7.47;6.2;8.51;6.25;19.52;2.8279;5.74;0.797;0.6216;78.7073;150.48;-22.3195;215.64;73.1162;76.4452;74.8446;73.2439;2692;52.09;6.34;22186410;1.8735;11.2949;83947.04;3.835698549;2.6743;66.78;259.39;10;9.38;125.5;98.21198891;1184.38;64.9;101.31;245.42;AKSA
7.54;7.3;8.02;7.54;0.93708166;4.2993;6.07;0.8941;0.6761;79.0124;164.47;-21.5926;169.64;74.2636;75.3544;74.6509;73.9474;2364;63.42;6.74;14185060;1.8908;11.3995;82981.15;-1.15059447;2.6628;65.5;260.85;9.88;10.22;123.1;98.38274009;1190.31;64;99.83;248.15;AKSA
7.57;6.57;7.78;7.61;0.397877984;4.5822;6.34;0.9628;0.7334;79.1731;171.5;-21.6299;116.97;67.2026;71.2785;72.1681;73.0578;2075;72.1;7.02;10405570;1.8995;11.4518;82249.53;-0.881670114;2.6813;63.22;259.51;9.74;10.18;130.2;97.1179066;1172.1;66.3;99.2;248.78;AKSA
7.68;7.02;8.2;7.57;1.453104359;5.5615;6.58;1.0139;0.7895;79.6758;162.91;-19.2266;114.44;69.3182;70.2983;71.2182;72.138;1665;80.42;7.24;6912686;1.9255;11.6087;79909.68;-2.844818688;2.7704;51.75;259.74;9.98;9.87;118.9;97.56469136;1095.8;64.3;98.98;247.99;AKSA
6.78;6.68;7.78;7.71;-11.71875;4.2621;6.62;0.9707;0.8258;65.0268;140.75;-40.0554;68.46;24.9973;47.6478;55.8112;63.9746;1284;80.98;7.08;6215752;1.6006;9.3661;75210.37;-5.880776897;2.9156;52.9;260.78;10.97;9.84;124.5;97.09680255;1135.02;62.3;94.56;250.43;AKSA
6.74;6.6;7.01;6.85;-0.589970501;3.9349;6.64;0.923;0.8452;64.5354;140.78;-40.8565;43.56;10.6383;29.143;40.7536;52.3641;713;71.67;6.97;6327735;1.5924;9.3183;74205.47;-1.336118942;3.0258;48.51;263.11;11.55;10.65;119.2;93.0781954;1114.56;59.1;90.51;254.25;AKSA
7.4;6.59;7.54;6.77;9.792284866;5.2211;6.78;0.9275;0.8617;69.2852;120.84;-25.6354;59.62;51.0638;40.1034;44.1903;48.2772;274;78.79;7.11;14547650;1.6559;10.4421;79409;7.012326719;2.916;49.43;267.2;10.18;10.57;134;95.70623573;1142.11;63.1;94.08;253.74;AKSA
7.32;7.32;8.4;7.68;-1.081081081;4.5221;6.88;0.9138;0.8721;68.0455;117.87;-27.5581;82.35;40.0763;40.0899;42.819;45.5481;247;30.72;7.18;5776089;1.6373;10.325;75232.79;-5.259114206;2.9137;44.53;268.98;10.55;10.61;130.1;103.5148563;1064.68;77.5;98.97;250.13;AKSA
7.23;6.96;7.88;7.41;-1.229508197;3.3567;6.94;0.8861;0.8749;66.7591;115.81;-31.9629;53.49;35.4962;37.793;40.3781;42.9631;220;22.35;7.2;6588385;1.6187;10.2078;71726.99;-4.659936179;2.9194;37.7;269.54;10.86;11.61;136.2;102.0662705;1061.07;74;97.94;249.31;AKSA
7.1;6.74;7.19;7.18;-1.798063624;2.9352;6.97;0.8438;0.8687;64.6742;95.09;-36.3827;16.15;28.2443;33.0187;36.3335;39.6483;11;15.11;7.17;5182045;1.5893;10.0224;73481.09;2.445522947;2.9542;35.85;274.44;10.99;11.59;116.4;98.10393956;1118.52;71.3;98.78;250.67;AKSA
6.67;6.24;7.19;7.12;-6.056338028;2.6996;6.92;0.7663;0.8482;58.1857;88.44;-48.8993;-40.05;19.8083;26.4135;30.8251;35.2367;-48;-14.74;7;10771110;1.4284;8.9405;75814.41;3.175401998;2.9664;36.65;274.38;10.94;12.5;120.2;93.67386946;1238.7;66.6;101.6;250.16;AKSA
7.22;6.03;7.43;6.69;8.245877061;2.5097;6.97;0.741;0.8267;63.2304;95.34;-45.1876;-30.29;50.1458;38.2796;37.2653;36.251;265;-0.29;7.07;19949830;1.5469;9.6824;83268.04;9.831415954;2.8175;40.12;274.27;9.99;12.04;133.2;96.01818107;1232.8;67;101.18;251.17;AKSA
7.33;7.14;7.6;7.22;1.523545706;2.1454;7.04;0.7213;0.8056;64.1371;95.46;-43.5767;41.47;70.2497;54.2646;48.2601;42.2555;588;-13.69;7.16;9885776;1.4447;9.0425;85327.8;2.473650154;2.7976;47.33;276.42;9.22;11.47;126.4;94.14265653;1293.61;68;102.08;252.47;AKSA
6.35;6.16;7.38;7.33;-13.36971351;0.6709;6.91;0.6197;0.7684;51.6818;93.7;-87.0695;-127.46;20.4205;37.3426;38.9802;40.6179;843;-10.18;6.89;6910843;1.2325;8.7281;77803.41;-8.818216337;2.9495;49.545;278.02;9.29;10.06;131.9;96.41800282;1215.4;68.5;99.38;256.21;AKSA
5.78;5.7;7;6.35;-8.976377953;-1.8146;6.71;0.4874;0.7122;46.0513;85.71;-96.9447;-180.3;4.3478;20.8452;27.4361;34.027;272;-4.81;6.52;14466230;1.1217;7.9431;76817.19;-1.267579403;2.8772;49.765;279.33;8.74;10.65;131.8;97.24216047;1321.94;69.3;100.5;257.27;AKSA
5.86;5.26;6.26;5.79;1.384083045;-1.4629;6.55;0.3843;0.6466;46.8715;79.12;-81.1017;-192.34;25.4019;23.1236;26.758;30.3925;-242;7.01;6.3;11292150;1.1363;8.0464;75405.53;-1.837687632;2.9879;43.35;282.58;9.24;10.96;108.9;99.98220156;1351.14;66.7;101.13;257.81;AKSA
6.38;5.79;6.53;5.9;8.873720137;-1.872;6.52;0.341;0.5855;52.3342;87.21;-64.3564;-100.65;47.91;35.5168;33.8087;32.1006;-459;1.8;6.33;10054840;1.3487;8.8169;75967.63;0.745436044;2.9578;46.965;281.76;9.07;11.03;128;95.41814745;1308.86;74.4;101.35;258.01;AKSA
6.13;6.04;6.48;6.4;-3.918495298;-2.8748;6.45;0.2835;0.5251;49.7378;84.78;-72.2507;-88.79;41.1348;38.3258;36.2507;34.1757;-304;-10.64;6.26;4003190;1.2963;8.4742;76488.38;0.685489333;3.0003;49.99;282.27;8.71;10.74;114.3;100.0688523;1316.03;74.9;99.96;258.77;AKSA
6.54;6.16;6.91;6.16;6.688417618;-1.466;6.47;0.2676;0.4736;53.7789;92.06;-59.3329;-33.55;73.5931;55.9594;48.6982;41.4369;-224;-11.83;6.35;12769330;1.313;7.9968;78536.17;2.677256336;3.094;48.51;286.33;9.24;9.59;134.3;98.18516467;1277.26;74.3;98.49;260.94;AKSA
6.72;6.21;7.07;6.65;2.752293578;-0.6921;6.51;0.2664;0.4322;55.4916;100.78;-53.5916;-12.25;80.8333;68.3964;59.4099;50.4234;-233;-2.17;6.48;7700079;1.3492;8.2174;73995.2;-5.782011015;3.4356;51.485;287.81;10.46;10.02;136.2;98.63023961;1173.02;69.3;95.22;266.16;AKSA
6.9;6.62;7.04;6.73;2.678571429;-1.2232;6.58;0.2769;0.4011;57.1996;95.56;-47.8504;21.76;87.0588;77.7276;68.6262;59.5248;-206;-12.89;6.62;6961881;1.3854;8.438;78138.66;5.59963349;3.5268;56.73;292.54;10.63;11.41;137.9;93.23384187;1151.13;63.9;92.13;274.09;AKSA
7.91;6.81;8.03;6.9;14.63768116;0.96;6.82;0.3622;0.3933;65.2239;107.9;-4.6071;146.34;93.609;85.6683;76.9538;68.2393;143;-12.74;7.05;11729540;1.5877;9.6696;86295.72;10.43921152;3.7723;55.61;299.74;11.15;10.87;121.6;90.10449013;1212;66.6;87.61;284.99;AKSA
