hkapanis;hdusuk;hyuksek;hacilis;hfark;wadline;mav10ussel;macd;macdas;rsi;momentum;wilimsry;cci;stokfstk;stokfstd;stokslwk;stokslwd;chaikinsal;volatility;mav5ussel;islemhacmi;pddd;fiyatkazanc;bistyuzkapanis;bistyuzdegisim;dolarkapanis;brentkapanis;tufekapanis;tahvilkapanis;mevduatfaiz;sanuretimi;ekonomiguven;altinons;tuketiciguven;rekurendeksi;ufekapanis;hisseadi
1.13;1.1;1.21;1.18;-4.237288136;0.3082;1;0.0553;0.0243;65.3988;127.18;-15.6666;164.28;73.6842;75.9787;74.1874;72.3961;2061;55.38;1.06;42741610;0.8876;8.4357;86295.72;10.43921152;3.7723;55.61;299.74;11.15;10.87;121.6;90.10449013;1212;66.6;87.61;284.99;GENTS
1.08;1.07;1.16;1.13;-4.424778761;0.2943;1.02;0.0588;0.0312;60.6119;117.7;-26.6331;110.76;55.2632;65.6209;67.8793;70.1377;3147;42.47;1.07;31608770;0.8462;8.042;87478.33;1.37041559;3.6387;56.49;302.17;11.09;10.77;118.3;94.9935321;1251.54;65.7;88.93;288.59;GENTS
1.06;1.02;1.1;1.07;-1.851851852;0.201;1.02;0.0591;0.0368;58.6312;116.12;-33.7302;72.66;47.3684;56.4947;61.0424;65.59;2225;26.37;1.07;35439080;0.8217;8.0782;88947.4;1.679353047;3.6344;53.69;305.24;11.3;12.71;137.1;98.3226186;1249.1;67.8;89.58;291.58;GENTS
1.1;1.02;1.12;1.07;3.773584906;0.2491;1.04;0.0617;0.0417;60.9232;120.83;-26.5148;77.41;60.5263;58.5105;60.8704;63.2302;1696;30.27;1.08;27844630;0.8511;8.3667;94655.31;6.417174645;3.5515;51.82;309.23;11.34;12.68;134.3;100.7478739;1268.31;70.8;90.51;293.79;GENTS
1.1;1.06;1.19;1.1;0;0.2443;1.05;0.0634;0.0461;61.2528;110.39;-27.9437;92.62;42.8511;50.6808;54.864;59.0471;1186;27.89;1.08;52983450;0.8068;9.3125;97541.58;3.049242562;3.5275;51.06;310.61;11.04;13.78;137.5;101.436118;1268.71;72.5;91.75;295.31;GENTS
1.07;1.06;1.11;1.1;-2.727272727;0.1401;1.05;0.0618;0.0492;58.5042;111.83;-36.1508;50.68;30.5476;40.6142;46.7585;52.9028;718;-2.96;1.08;20402740;0.7864;9.0769;100440.4;2.971881325;3.521;48.96;309.78;11.12;14.61;127.3;100.6445924;1241.45;69.9;91.66;295.52;GENTS
1.24;1.06;1.32;1.07;15.88785047;0.2328;1.09;0.0734;0.0541;67.9113;125.49;-15.8608;144.49;74.4917;57.553;56.0029;54.4529;537;29.73;1.13;54227200;0.9103;10.5063;107531.4;7.059908164;3.519;52.68;310.24;11.55;13.65;137.1;103.8958297;1269.63;70.9;89.49;297.65;GENTS
1.23;1.13;1.39;1.24;-0.806451613;0.116;1.11;0.0809;0.0594;67.0923;128.56;-27.802;161.33;58.4129;57.9829;56.8062;55.6295;451;66.42;1.17;63265720;0.8818;8.2955;110010.5;2.305466124;3.4522;52.77;311.85;11.59;12.58;133.2;106.2339703;1321.53;71;89.61;300.18;GENTS
1.16;1.12;1.37;1.23;-5.691056911;-0.05;1.12;0.0798;0.0635;60.0708;98.21;-44.7966;117.84;30.7692;44.3761;48.1272;51.8784;-967;82.4;1.16;77812520;0.8274;7.7841;102907.7;-6.456474609;3.5653;56.68;313.88;11.89;12.29;129.7;104.4402082;1279.53;69.3;90.37;300.9;GENTS
1.21;1.09;1.27;1.16;4.310344828;-0.0526;1.14;0.0821;0.0672;62.8613;106.61;-38.2463;78.4;46.1539;45.265;47.4694;49.6739;-2299;36.19;1.18;43371780;0.8637;8.125;110142.6;7.030474882;3.7915;61.05;320.4;12.8;12.33;146.6;103.1370774;1270.84;67.6;88.06;306.04;GENTS
1.26;1.17;1.5;1.22;4.132231405;0.1084;1.16;0.087;0.0712;65.4608;116.52;-41.2327;154.04;45.0981;45.1815;46.679;48.1765;-4149;62.04;1.21;69298620;0.8323;5.751;103984.4;-5.591115518;3.9188;62.61;325.18;13.73;13.62;145.7;100.1879969;1274.96;65.6;84.32;312.21;GENTS
1.42;1.24;1.52;1.26;12.6984127;0.2557;1.21;0.1026;0.0775;72.1164;134.2;-16.9235;180.01;76.4706;60.8261;56.6095;52.393;-3970;82.49;1.28;41953090;0.9384;6.4844;115333;10.91375245;3.7903;66.6;327.41;13.4;13.45;146.8;97.91060337;1303.09;65.6;85.16;316.48;GENTS
0.52;0.41;0.53;0.48;NULL;0.1614;0.48;0.0482;0.041;63.7842;155.42;-24.1699;53.32;62.7907;58.948;61.0772;63.2063;11034;38.26;0.5;70870580;0;0;42697.56;-23.12027791;1.1727;92.56;146.94;16.43;16.4;96.7;107.3174566;925.87;78.9;127.52;145.18;HEKTS
0.51;0.46;0.64;0.52;-1.923076923;0.0098;0.48;0.048;0.0424;61.8106;121.15;-40.4051;95.3;42.8571;50.9026;55.0038;59.1051;5180;61.58;0.5;196542200;0;0;44776.88;4.869880152;1.218;100.16;148.84;16.94;15.71;95.9;103.520294;973.98;74.4;125.69;148.9;HEKTS
0.46;0.43;0.59;0.5;-9.803921569;-0.1086;0.48;0.043;0.0425;54.0118;96.58;-56.8197;41.55;19.6429;35.2727;43.2168;51.161;-3593;63.98;0.49;180401100;0;0;39015.44;-12.86699743;1.3366;100.22;150.27;18.54;16.73;104.7;99.24769829;916.82;68.7;117.35;153.62;HEKTS
0.51;0.45;0.56;0.46;10.86956522;-0.0035;0.48;0.0428;0.0426;59.5131;102.44;-40.4051;52.89;42.8571;39.0649;43.0969;47.1289;-13504;56.87;0.49;109899400;0;0;43468.12;11.41260998;1.274;110.61;152.79;19.17;15.76;102.9;93.07580079;877.94;63;111.4;160.53;HEKTS
0.53;0.5;0.59;0.51;3.921568627;-0.0188;0.49;0.0442;0.0429;61.9051;108.47;-32.4858;103.58;54.1718;46.6184;46.7886;46.9588;-19044;50.92;0.51;115811400;0;0;39969.63;-8.04840421;1.2189;127.78;155.07;19.96;16.49;106.3;91.21434777;886.66;62.1;117.75;163.93;HEKTS
0.5;0.49;0.64;0.54;-5.660377358;-0.1099;0.49;0.042;0.0427;56.8283;92.12;-45.6082;105.14;32.889;39.7537;42.1554;44.5571;-20454;38.86;0.5;125803300;0;0;35089.53;-12.20952008;1.2235;139.83;154.51;22.43;17.68;104.5;90.46720694;925.62;61.8;118.38;164.46;HEKTS
0.5;0.45;0.51;0.5;0;-0.2027;0.49;0.0397;0.0421;56.8283;97.2;-56.4629;-46.55;32.889;36.3213;39.0666;41.8118;-21226;24.57;0.5;54016040;0;0;42200.75;20.26593118;1.1605;123.98;155.4;18.92;19.81;104.3;89.57955194;913.79;63.8;118.73;166.51;HEKTS
0.49;0.49;0.58;0.49;-2;-0.3565;0.49;0.0371;0.0411;56.1606;100.27;-58.2273;39.95;23.2558;29.7886;33.7963;37.8041;-22450;14.19;0.5;59278100;0;0;39844.48;-5.583478967;1.1807;114.05;155.02;18.8;17.51;95.5;92.25956337;831.11;66.6;126.37;162.62;HEKTS
0.41;0.37;0.49;0.49;-16.32653061;-0.4695;0.48;0.0282;0.0385;45.7426;85.98;-85;-190.91;15;22.3943;27.5309;32.6675;-18889;27.67;0.47;17027720;0;0;36051.3;-9.519963619;1.2688;99.6;155.72;19.42;17.46;98.3;87.56019467;872.97;67.5;124.91;161.16;HEKTS
0.28;0.22;0.39;0.38;-31.70731707;-0.5718;0.44;0.0102;0.0329;34.3167;53.45;-87.0968;-323.57;12.9032;17.6488;22.655;27.6612;-16432;56.55;0.41;19690230;0;0;27832.93;-22.7963208;1.5355;65.6;159.77;23.14;17.64;95.2;73.60815027;724.85;61;112.78;162.08;HEKTS
0.26;0.22;0.31;0.28;-7.142857143;-0.6817;0.41;-0.0054;0.0252;33.1285;51.19;-90.4255;-228.39;11.25;14.4494;18.8533;23.2573;-11775;35.97;0.36;13902410;0;0;25714.98;-7.609511467;1.569;53.49;161.1;20.41;21.55;94.8;60.80627145;818.22;55.7;110.21;162.03;HEKTS
0.26;0.23;0.27;0.26;0;-0.5732;0.38;-0.0173;0.0167;33.7461;58.06;-89.3617;-163.31;12.5;13.4747;16.7356;19.9964;-8168;0.1;0.33;13373580;0;0;26864.07;4.468562682;1.5334;45.59;160.44;16.43;19.88;81.1;63.14624742;881.69;56.7;111.15;156.29;HEKTS
0.26;0.25;0.3;0.27;0;-0.5808;0.36;-0.0267;0.008;33.4138;51.19;-90.4255;-116.55;14.7541;14.1144;16.0751;18.0357;-6069;-19.64;0.3;21721780;0;0;25934.37;-3.460756319;1.645;45.76;160.9;15.15;16.02;75.9;65.18556438;926.98;58.3;109.07;156.65;HEKTS
0.27;0.25;0.28;0.26;3.846153846;-0.5468;0.34;-0.0331;-0.0002;34.7969;50.42;-88.2979;-95.19;28.2051;21.1598;20.1184;19.0771;-3791;-28.38;0.29;6772535;0;0;24026.59;-7.356184091;1.702;45.89;160.35;15.39;12.18;72.9;68.67911671;942.88;60.8;107.39;158.48;HEKTS
0.3;0.26;0.31;0.26;11.11111111;-0.6153;0.34;-0.0352;-0.0072;39.5311;60.36;-80.8511;-68.3;90;55.5799;43.4123;31.2447;-1815;-30.34;0.3;19436300;0;0;25764.83;7.234651276;1.6649;48.63;162.12;14.08;13.8;82.2;71.11853657;918.92;61.6;104.6;158.94;HEKTS
0.37;0.3;0.38;0.3;23.33333333;-0.4144;0.34;-0.0308;-0.0119;48.6999;74.77;-63.8298;-26.72;96.9697;76.2748;61.2648;46.2547;135;-35.12;0.32;48114300;0;0;31651.81;22.84889906;1.5973;50.58;162.15;12.29;11.95;83.5;85.18809872;888.9;67.5;109.37;159.97;HEKTS
0.42;0.35;0.48;0.37;13.51351351;-0.201;0.36;-0.023;-0.0141;53.8777;85.45;-52.1277;16.99;76;76.1374;66.1765;56.2156;3204;-19.6;0.35;146735000;0;0;35002.99;10.58764096;1.536;65.75;163.19;12.39;11.17;88.1;94.54402346;979.05;70.1;110.78;159.89;HEKTS
0.43;0.41;0.46;0.43;2.380952381;-0.2365;0.37;-0.0157;-0.0144;55.0703;105.09;-49.27;35.75;81.3724;78.7549;71.2418;63.7287;5351;-24;0.38;79836750;0;0;36949.2;5.560125006;1.5417;69.34;163.37;11.97;11.31;94.2;96.33718086;926.32;72;110.78;161.4;HEKTS
0.44;0.42;0.45;0.43;2.325581395;-0.2396;0.38;-0.0089;-0.0133;56.1425;159.75;-46.7613;46.63;85.5092;82.132;75.9976;69.8631;6116;-33.49;0.4;68331180;0;0;42641.26;15.40509673;1.4709;71.35;163.78;10.69;11.09;95;96.91246002;954.19;69.1;111.32;160.26;HEKTS
0.47;0.44;0.49;0.44;6.818181818;-0.0643;0.4;-0.0014;-0.0109;58.79;180.93;-30.0751;74.66;91.4717;86.8019;81.1556;75.5094;5657;-43.69;0.42;78234440;0;0;46551.19;9.169358504;1.5011;69.33;163.29;9.68;9.52;89.3;95.88431673;951.42;68.1;112.19;160.93;HEKTS
0.49;0.44;0.5;0.47;4.255319149;-0.022;0.42;0.0058;-0.0076;60.3372;183.86;-25.6535;85.35;89.8976;88.3498;84.0696;79.7895;5613;-42.45;0.45;41923700;0;0;47910.3;2.919603129;1.4849;68.95;163.93;8.75;8.92;88.8;95.1135574;1007.85;68.7;110.86;161.92;HEKTS
0.45;0.45;0.51;0.49;-8.163265306;0.005;0.42;0.0088;-0.0043;55.8233;174.83;-19.8402;88.61;42.0271;65.1884;70.0555;74.9225;4090;-36.04;0.45;82034230;0;0;47184.71;-1.51447601;1.5074;75.2;167.88;8.62;7.92;101.1;94.60803002;1044.9;67.2;113.48;162.38;HEKTS
0.41;0.4;0.47;0.45;-8.888888889;0.0329;0.42;0.0077;-0.0019;50.4084;153.28;-34.2695;49.56;9.5238;37.3561;49.8782;62.4004;1562;-28.96;0.44;39524020;0;0;45350.17;-3.887996768;1.5278;78.46;170.01;8.93;8.12;92;93.75232435;1179.55;65.2;112.67;164.48;HEKTS
0.47;0.4;0.48;0.41;14.63414634;0.2309;0.43;0.0109;0.0007;56.136;154.87;-16.2329;59.79;57.1429;47.2495;52.2998;57.3501;-542;-15.8;0.45;64252400;0;0;52825.02;16.48251815;1.5;78.535;170.91;8.89;8.41;100.5;94.95936757;1096.75;65.6;112.61;165.56;HEKTS
0.51;0.47;0.54;0.47;8.510638298;0.3226;0.44;0.0167;0.0039;60.1057;136.38;-10.2134;95.23;76.9231;62.0863;60.5076;58.9288;-666;-7.75;0.47;93769980;0;0;54650.58;3.455862392;1.4974;71.245;174.07;8.96;8.95;85.6;99.38726152;1081.49;66;117.96;166.52;HEKTS
0.47;0.43;0.53;0.51;-7.843137255;0.2232;0.45;0.0177;0.0066;54.768;110.38;-25.6852;66.57;46.1539;54.1201;55.723;57.3259;-274;-1.64;0.47;78698020;0;0;49705.49;-9.048559045;1.5472;77.52;176.59;9.01;10.37;85.4;99.17986179;1117.69;68.6;120.06;169.29;HEKTS
0.5;0.47;0.52;0.47;6.382978723;0.2961;0.46;0.0213;0.0096;58.2608;115.85;-12.8426;84.5;73.0769;63.5985;61.5076;59.4168;-263;-17.86;0.48;74010340;0;0;56538.37;13.74673099;1.5195;82.305;177.62;8.89;8.79;100;103.4827149;1113.22;71.5;118.87;172.58;HEKTS
0.6;0.5;0.6;0.51;20;0.384;0.48;0.0318;0.014;65.9473;135.71;0;169.9;100;81.7992;74.3384;66.8776;1808;-2.18;0.52;108752500;0;0;58959.1;4.281570197;1.4897;87.465;178.68;9.25;10.8;97.7;107.4077177;1179.3;72.6;121.43;176.64;HEKTS
0.66;0.61;0.77;0.62;10;0.4033;0.52;0.0444;0.0201;69.5381;140.78;-22.349;274.63;68.7195;75.2594;72.4655;69.6715;2264;28.2;0.57;279723600;0;0;54384.94;-7.758191696;1.5751;74.47;178.04;9;8.42;101.7;104.5322102;1216.23;73.4;121.43;174.61;HEKTS
0.71;0.64;0.8;0.66;7.575757576;0.3984;0.55;0.0574;0.0276;71.9167;145.34;-19.7589;215.52;75.4295;75.3445;73.4535;71.5625;1980;54.33;0.61;95324150;0;0;54839.46;0.835746072;1.5839;74.725;177.04;8.74;11.28;103.9;104.94921;1242.61;74.8;120.44;173.73;HEKTS
0.73;0.7;0.89;0.7;2.816901408;0.3556;0.58;0.0687;0.0358;73.0498;160.38;-33.0231;182.37;62.0519;68.6982;69.653;70.6077;-4148;83.92;0.65;131387200;0;0;59866.75;9.167285746;1.5067;78.18;176.19;8.34;8.85;105;104.9384248;1180.89;74.3;119.42;173.46;HEKTS
0.75;0.72;0.8;0.74;2.739726027;0.3568;0.61;0.0781;0.0442;73.9004;180.88;-29.6069;130.27;63.2361;65.9671;67.514;69.0609;-7499;75.59;0.68;88232440;0;0;59972.59;0.176792627;1.527;74.39;176.9;8.13;8.48;100.5;106.0763938;1247.35;74.1;120.82;175.46;HEKTS
0.76;0.74;0.77;0.75;1.333333333;0.3582;0.64;0.0859;0.0526;74.7583;163.92;-26.1907;105.21;53.8399;59.9035;62.956;66.0084;-10398;54.82;0.71;59027480;0;0;65774.37;9.674052763;1.4466;82.175;179.07;8.08;8.79;97.2;108.6316482;1308.53;77.2;122.05;176.35;HEKTS
0.81;0.75;0.96;0.76;6.578947368;0.3877;0.67;0.0945;0.061;76.9356;159.03;-27.0494;120.16;52.6316;56.2675;59.5145;62.7615;-11308;79.16;0.74;155037000;0;0;68760.46;4.539899052;1.4329;83.15;182.35;7.63;8.62;108.6;107.6795812;1359.18;75.8;125.35;178.48;HEKTS
0.82;0.8;0.87;0.81;1.234567901;0.3677;0.7;0.1016;0.0691;77.712;177.08;-24.0439;98.67;48.9362;52.6019;55.9884;59.3749;-11696;61.49;0.77;71034560;0;0;65350.85;-4.958678287;1.5037;85.615;182.4;7.88;8.5;98.6;109.7720224;1386.01;78.1;125.63;177.92;HEKTS
0.87;0.81;0.89;0.83;6.097560976;0.4816;0.73;0.1095;0.0772;79.6767;172.89;-16.0293;95.9;61.9048;57.2533;57.9605;58.6677;-12187;41.15;0.8;70015120;0;0;66004.48;1.00018592;1.5443;94.475;181.85;7.11;8.7;115.9;110.6755116;1421.4;77.8;119.19;180.25;HEKTS
0.85;0.8;0.91;0.87;-2.298850575;0.4676;0.75;0.1127;0.0843;76.0662;140.38;-20.0366;86.92;50;53.6267;55.307;56.9874;-10028;50.81;0.82;70135270;0;0;63278.07;-4.130643859;1.6046;100.53;182.6;8.23;8.06;101.9;114.9457453;1332.5;78.1;114.81;184.51;HEKTS
0.89;0.81;0.92;0.86;4.705882353;0.4821;0.78;0.117;0.0908;77.9493;133.61;-13.8123;88.03;65.7895;59.7081;58.8012;57.8943;-6199;39.26;0.84;51445670;0;0;61283.87;-3.151486763;1.598;111.8;183.93;8.78;8.32;97.7;113.1943589;1410.9;80.3;111.47;187.69;HEKTS
0.95;0.81;0.96;0.89;6.741573034;0.5735;0.81;0.124;0.0975;80.5404;133.86;-2.125;99.66;92.8572;76.2826;70.1532;64.0237;-3446;25.34;0.88;35635780;0;0;64434.51;5.14105914;1.5452;117.035;184.7;9.01;8.5;111.7;112.3623697;1432.47;80.2;110.26;189.98;HEKTS
1.15;0.94;1.16;0.95;21.05263158;0.8486;0.87;0.1444;0.1069;86.3504;158.02;-0.8037;187.17;98.4375;87.3601;79.5813;71.8025;576;29.22;0.97;48568950;1.7235;10.1698;69250.14;7.473681417;1.5212;126.075;186.3;8.34;9.85;107.1;112.1686643;1562.85;80.2;112.86;191.14;HEKTS
1.02;0.95;1.18;1.16;-11.30434783;0.656;0.9;0.1482;0.1151;71.4834;136.62;-22.9482;151.09;58.3091;72.8346;72.4905;72.1465;2846;24.7;0.99;25437900;1.3988;8.2538;63046.02;-8.958999938;1.5935;116.56;190.81;8.94;9.54;111.6;112.3141789;1535.83;79.6;111.78;191.43;HEKTS
0.93;0.87;1.03;1.03;-8.823529412;0.4592;0.9;0.1427;0.1206;63.9278;122.49;-42.8345;70.68;34.5629;53.6987;59.848;65.9973;4042;34.58;0.97;20073370;1.2822;7.5659;63269.4;0.354312612;1.622;111.97;188.08;9.18;10.46;114.1;113.4096865;1501.01;83.2;108.15;191.44;HEKTS
1.01;0.91;1.04;0.93;8.602150538;0.4965;0.92;0.1425;0.125;67.1344;124.75;-31.367;88.21;53.6734;53.6861;57.7898;61.8935;3882;49.58;0.98;23185770;1.3821;8.1555;62295.68;-1.539006218;1.6885;116.715;187.31;8.87;10.55;112.4;111.9344489;1626.98;81.6;104.16;191.39;HEKTS
0.79;0.7;1.06;1.01;-21.78217822;0.1566;0.9;0.1234;0.1247;52.1556;95.72;-80.629;-26.04;18.0334;35.8597;44.5377;53.2156;2731;55.93;0.92;21470730;1.0271;6.5278;53946.09;-13.40316054;1.7155;114.655;188.67;7.97;9.46;106.2;108.6161418;1825.47;78.5;99.24;194.76;HEKTS
0.83;0.78;0.87;0.79;5.063291139;0.1717;0.88;0.1098;0.1217;53.9978;95;-74.2381;-54.67;25.7619;30.8108;38.2791;45.7473;1591;53.74;0.89;21414140;1.0745;6.8291;59693.43;10.65385832;1.8603;102.295;190.09;8.41;9.28;111;111.6373263;1623.8;80.5;99.01;197.77;HEKTS
0.82;0.8;0.89;0.81;-1.204819277;0.0827;0.87;0.0975;0.1169;53.6272;96.78;-75.5262;-51.65;32.2034;31.5071;36.2539;41.0006;203;49.07;0.86;24904830;1.0572;7.268;56061.47;-6.084354677;1.7705;109.17;196.31;9.74;9.24;119.9;107.0418944;1714.1;76.5;100.51;200.94;HEKTS
0.78;0.72;0.83;0.81;-4.87804878;0.0063;0.86;0.0834;0.1102;50.989;87.72;-84.5429;-111.27;20.339;25.923;30.9489;35.9747;-487;39.17;0.84;13918100;1.0024;6.8911;54517.76;-2.75360243;1.8275;110.38;199.7;10.39;10.16;107.2;108.2561521;1746.35;77.8;103.96;202.24;HEKTS
0.74;0.66;0.78;0.77;-5.128205128;-0.0974;0.83;0.0684;0.1018;48.7741;78.2;-83.6513;-136.27;20.8955;23.4093;27.5978;31.7863;-1012;34.42;0.8;8667296;0.9554;6.5681;51266.62;-5.963451176;1.8902;107.21;200.85;11.48;11.2;120.1;108.2235033;1564.3;78.8;102.74;204.27;HEKTS
0.79;0.7;0.8;0.74;6.756756757;-0.0287;0.83;0.0598;0.0934;51.7816;68.43;-74.3093;-96.43;57.8947;40.652;37.6968;34.7415;-945;19.66;0.8;8586475;1.0181;6.9988;57171.34;11.51766978;1.7765;111.03;201.98;9.44;10.7;104.5;106.37476;1738.45;78.6;105.18;205.05;HEKTS
0.84;0.78;0.87;0.79;6.329113924;-0.0237;0.83;0.0567;0.0861;54.9837;82.74;-63.7994;-36.49;81.5789;61.1155;52.3242;43.5328;-337;-3.66;0.81;23863570;1.0886;7.4833;60721.23;6.209212518;1.7492;122.895;203.12;9.13;10.83;102.9;107.1174433;1696.98;79.5;108.99;204.86;HEKTS
0.93;0.84;0.93;0.84;10.71428571;0.1342;0.85;0.0604;0.0809;59.4903;99.35;-47.4507;14.83;97.8261;79.4708;67.4915;55.5122;435;-18.03;0.85;31700080;1.1982;8.237;62423.04;2.802660618;1.7827;122.945;203.96;9.31;10.5;115.8;107.5010151;1667.5;79.2;107.27;205.6;HEKTS
0.94;0.87;0.96;0.93;1.075268817;0.123;0.86;0.0636;0.0775;60.1048;93.37;-45.1152;31.9;92.1569;85.8138;75.7133;65.6127;1168;-22.67;0.88;25615130;1.2139;8.3447;60010.42;-3.864951146;1.757;119.24;207.05;9.32;10.21;110;106.0575314;1664.58;75.3;108.84;205.77;HEKTS
0.84;0.84;0.96;0.93;-10.63829787;-0.1321;0.86;0.0577;0.0735;53.157;106.92;-63.8031;-1.86;54.5384;70.1761;68.655;67.1338;1666;-19.59;0.87;10923500;1.0096;6.6679;55099.33;-8.183728759;1.8663;101.825;206.61;9.45;9.88;118.2;106.806155;1560.58;77.8;109.38;206.86;HEKTS
0.86;0.82;0.87;0.84;2.380952381;-0.31;0.86;0.0534;0.0695;53.9536;103.84;-61.206;-16.5;40.7361;55.4561;59.3487;63.2413;1463;-43.2;0.86;12620440;1.0258;6.7746;62543.49;13.51043652;1.8099;97.56;204.76;8.47;10.98;116.5;104.5323116;1597.47;76.7;109.32;203.77;HEKTS
0.86;0.83;0.86;0.85;0;-0.1207;0.86;0.05;0.0656;54.3714;105.43;-48.757;-1;28.5867;42.0214;49.0947;56.168;1107;-45.15;0.86;7696848;1.0339;6.8279;64259.54;2.743770775;1.7947;104.66;204.29;7.62;9.85;116.1;106.634407;1614.55;76.7;110.25;203.13;HEKTS
0.99;0.85;1.03;0.86;15.11627907;0.1121;0.88;0.057;0.0639;61.5164;127.7;-17.2234;124.85;83.3334;62.6774;60.5076;58.3378;1715;-29.84;0.91;59837490;1.0883;6.2444;67367.95;4.837273967;1.8181;114.85;205.43;7.62;9.19;103.4;103.9790938;1691.8;74.4;110.85;203.65;HEKTS
1;0.99;1.07;1.01;1.01010101;0.0285;0.91;0.0624;0.0636;61.855;134.9;-16.427;187.44;72.2222;67.4498;64.4125;61.3751;2127;-29.29;0.94;25396610;1.0957;6.2869;66396.71;-1.441694456;1.7963;112.1;207.55;7.58;8.81;116.4;103.162024;1771.7;72.8;108.8;205.75;HEKTS
1.09;0.98;1.09;1;9;0.4095;0.94;0.0728;0.0654;66.0379;137.71;0;165.22;100;83.7249;76.275;68.825;2634;-27.01;0.99;9864939;1.1919;6.8391;72528.97;9.235788942;1.7928;108.39;211.62;7.08;8.14;112.3;101.9868346;1720.56;69.7;110.81;206.11;HEKTS
1.17;1.04;1.21;1.09;7.339449541;0.4959;0.98;0.0872;0.0698;69.625;139.2;-7.2398;184.03;89.4737;86.5993;80.6745;74.7498;2297;-13.5;1.05;26455660;1.4056;10.2462;73058.51;0.730108259;1.7872;111.16;212.42;5.93;8.43;121.4;102.3383546;1715.05;73;111.34;209.53;HEKTS
1.25;1.17;1.29;1.18;6.837606838;0.6369;1.03;0.1034;0.0765;72.2918;134.45;-6.3914;184.49;90.7692;88.6843;84.0394;79.3946;2275;-8.34;1.12;15280860;1.4945;10.894;78208.44;7.049048769;1.7819;111.25;213.23;6.15;7.73;116.7;102.0083596;1675.3;74;110.3;209.28;HEKTS
1.23;1.21;1.3;1.25;-1.6;0.6247;1.07;0.1139;0.084;71.0701;131.28;-9.4861;148.24;80.8511;84.7677;82.9767;81.1856;2188;-8.53;1.16;14582860;1.4784;10.7762;78783.47;0.735253126;1.7589;115.59;216.74;5.85;7.78;106.8;102.9085993;1663.7;75.4;112.46;208.9;HEKTS
1.31;1.22;1.33;1.23;6.504065041;0.755;1.11;0.1267;0.0925;73.7025;155.2;-3.2058;135.09;94.2308;89.4992;86.728;83.9568;1834;-4.66;1.21;7151651;1.5672;11.424;79333.67;0.698369848;1.7983;110.95;217.39;5.69;7.45;104.4;105.2076467;1579.84;76.6;111.55;208.63;HEKTS
1.54;1.28;1.56;1.32;17.55725191;0.9204;1.19;0.1536;0.1047;79.816;179.53;-2.6089;168.26;96.1039;92.8016;89.8533;86.9051;1755;19.12;1.32;21358470;1.6965;8.8903;85898.99;8.275578326;1.8101;109.76;218.83;6.35;7.6;116;105.6029948;1597.5;74.8;111.54;210.33;HEKTS
1.5;1.36;1.57;1.53;-2.597402597;0.7922;1.25;0.1702;0.1178;76.9818;174.22;-9.009;139.23;83.0509;87.9262;87.5858;87.2455;1810;45.54;1.38;9095502;1.6593;8.6953;86046.04;0.17118944;1.7922;101.69;219.75;5.2;7.25;115.3;104.4583402;1476.8;75.2;113.86;209.26;HEKTS
1.43;1.36;1.53;1.53;-4.666666667;0.5994;1.28;0.1753;0.1293;70.9648;144.16;-18.9963;105.19;60.9521;74.4391;78.7079;82.9767;1783;69.11;1.4;12413280;1.542;8.6236;85990.01;-0.065116303;1.8762;100.07;220.07;6.07;6.34;120.5;105.5561876;1387.3;77.2;111.01;211.35;HEKTS
1.24;1.18;1.39;1.37;-13.28671329;0.3454;1.27;0.1624;0.1359;58.6193;124.44;-43.985;41;15.3832;44.9112;57.5997;70.2882;1456;54.36;1.35;6476088;1.3402;7.4949;76294.51;-11.27514696;1.9282;101.98;221.75;7.89;8.04;120;105.4809266;1234;76.1;106.99;214.43;HEKTS
1.24;1.19;1.3;1.26;0;0.4668;1.27;0.1504;0.1388;58.6193;114.4;-43.985;23.64;15.3832;30.1472;43.5275;56.9078;985;50.79;1.31;4356223;1.3402;7.4949;73377.45;-3.823420584;1.9344;107.85;222.44;9.23;9.26;122.9;104.6057913;1324.7;78.1;107.82;216.56;HEKTS
1.16;1.11;1.35;1.24;-6.451612903;0.2459;1.25;0.1327;0.1376;53.8397;98.83;-55.4798;-0.5;11.2894;20.7183;32.7815;44.8447;547;64.27;1.26;5362478;1.1571;7.3416;66394.41;-9.516602171;2.0378;114.03;222.21;9.78;9.24;102.1;105.2616479;1394.9;77.2;105.55;216.65;HEKTS
1.27;1.15;1.32;1.16;9.482758621;0.3319;1.25;0.1258;0.1352;58.4798;101.35;-42.5185;4.94;37.1044;28.9114;34.2225;39.5336;349;46.18;1.26;8373132;1.2616;8.0047;74486.56;12.18799896;2.0184;108.18;223.91;8.55;9.16;123.9;103.4102858;1328.95;72.8;102.61;218.56;HEKTS
1.36;1.27;1.38;1.27;7.086614173;0.2801;1.27;0.126;0.1334;62.0053;109.74;-36.5692;47.2;86.8421;57.8767;51.7623;45.648;260;37.52;1.29;14963010;1.3261;8.203;77620.37;4.207215369;1.9965;108.92;227.94;7.8;8.91;111.7;105.9151172;1323.9;75.8;104.26;220.06;HEKTS
