Optimizer,objfname,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50
PSO,F24,38.56,147.34,17.61,9.51,7.21,6.68,6.68,4.05,3.48,3.48,3.48,3.48,3.33,3.33,3.31,3.3,3.3,3.29,3.29,3.29,3.29,3.29,2.82,2.82,2.74,2.6,2.33,2.33,1.41,0.96,0.96,0.96,0.8,0.68,0.68,0.39,0.23,0.23,0.23,0.23,0.2,0.16,0.13,0.13,0.1,0.09,0.09,0.08,0.08,0.07,0.07
